ORF1,ORF2
YJR022W,YCL050C
YMR047C,YLR353W
YOR215C,YHR115C
YMR106C,YKL054C
YFL039C,YDR388W
YIL061C,YBR117C
YPR107C,YNL222W
YMR308C,YMR048W
YPL070W,YMR159C
YLR117C,YBR188C
YJL117W,YHR142W
YNL052W,YDL067C
YPR048W,YNL199C
YGL200C,YDL210W
YPR030W,YER177W
YOL003C,YER115C
YPL174C,YDL113C
YML048W,YDL015C
YNR047W,YBR160W
YNR055C,YMR149W
YOL145C,YDL140C
YMR145C,YKR026C
YNL147W,YDL098C
YPL208W,YCL046W
YMR264W,YEL002C
YGR284C,YDR331W
YGR205W,YCR099C
YKL062W,YDL100C
YKL143W,YDL060W
YGR150C,YBR251W
YMR292W,YLL023C
YPL059W,YNL047C
YLR291C,YDR484W
YJR109C,YER095W
YHR123W,YBR159W
YNL027W,YHR206W
YGL115W,YDR422C
YJR007W,YIL131C
YPR041W,YPL093W
YMR072W,YGL127C
YPL181W,YDR448W
YPL108W,YDR386W
YMR197C,YGL095C
YNL258C,YKR022C
YOR326W,YGR095C
YOR070C,YMR138W
YPR173C,YMR077C
YJR091C,YGR082W
YGL053W,YDR331W
YJR020W,YGL263W
YPL190C,YJL050W
YPR010C,YBR136W
YLR442C,YLR355C
YPR175W,YNL262W
YEL051W,YDL185W
YER148W,YDR216W
YNL331C,YLR347C
YOL133W,YBR078W
YKL157W,YBR055C
YLR403W,YIL035C
YLR113W,YGR058W
YNL189W,YML062C
YHL023C,YCL016C
YHL004W,YDR034C
YMR058W,YBR110W
YPL120W,YCL032W
YLR392C,YJR091C
YPL125W,YKL068W
YJL014W,YDR075W
YOR116C,YDR005C
YHL007C,YBR133C
YMR235C,YLR293C
YCR077C,YBL026W
YGR289C,YCR034W
YLR314C,YLR027C
YIL106W,YGR092W
YOR317W,YBR017C
YPR178W,YDR283C
YNL262W,YIL035C
YIL016W,YGR060W
YGL099W,YDR101C
YOL115W,YGR174C
YLR113W,YJL128C
YJR090C,YBR160W
YMR186W,YAL029C
YHR048W,YGR260W
YGR252W,YBR009C
YBR298C,YBR159W
YGL061C,YBR156C
YNL092W,YML037C
YMR235C,YHR156C
YOR299W,YHL007C
YNL288W,YER022W
YMR055C,YGR153W
YML056C,YHR107C
YMR012W,YJR076C
YML010W,YBL046W
YOL004W,YBR245C
YLR347C,YGL175C
YOR220W,YHR030C
YLR347C,YER009W
YMR290C,YDL213C
YOR098C,YBL079W
YLR288C,YDR311W
YPL256C,YEL030W
YNL025C,YLR358C
YDL126C,YBR170C
YNL189W,YAL062W
YOL094C,YMR303C
YJR070C,YDR398W
YMR149W,YHL003C
YMR044W,YIL061C
YGR048W,YDR390C
YOR116C,YMR116C
YNL041C,YDR115W
YDR430C,YBR221C
YOR308C,YBR152W
YBR135W,YBL072C
YJL124C,YDL175C
YDR214W,YDR138W
YNL124W,YLR175W
YLR424W,YKR022C
YOR185C,YGL016W
YPR046W,YGR113W
YGL044C,YER143W
YKL166C,YGL234W
YJR091C,YHR060W
YDR318W,YDL050C
YOR180C,YDL116W
YPR086W,YPR032W
YBR253W,YBR081C
YDR501W,YBR160W
YNL172W,YDR118W
YGR070W,YCL027W
YDR145W,YBR198C
YLR019W,YDR342C
YLR288C,YHR152W
YPL076W,YJL108C
YJL014W,YGL003C
YMR042W,YER022W
YEL061C,YAL047C
YDR456W,YCR034W
YLR175W,YIL104C
YMR158W,YHL004W
YMR032W,YLR337C
YER112W,YDR452W
YPL105C,YLR116W
YNL189W,YCL011C
YMR049C,YHR052W
YOR174W,YML098W
YJR031C,YFR037C
YOR317W,YLR373C
YMR106C,YIL094C
YLR083C,YDR284C
YOR017W,YNL230C
YNL101W,YLR372W
YLR447C,YJL199C
YPL204W,YEL015W
YDR416W,YCL032W
YLR016C,YBL076C
YLR117C,YAL032C
YPL093W,YHR066W
YLR249W,YDL042C
YJR132W,YAL040C
YDR324C,YCR002C
YGR220C,YER006W
YKL104C,YGR040W
YOL150C,YEL016C
YCL027W,YBR160W
YHL004W,YBL090W
YLR347C,YHR216W
YPR110C,YMR303C
YOL129W,YDL226C
YMR197C,YJR091C
YLR343W,YEL063C
YGL051W,YCR028C
YNL323W,YDR342C
YNL046W,YML042W
YJL013C,YGR014W
YNL154C,YKL204W
YLR438W,YGR262C
YKL006C-A,YDR331W
YNL189W,YJL058C
YOR239W,YOR172W
YER148W,YDR145W
YLR117C,YLL036C
YJR159W,YDL246C
YLR116W,YDL156W
YLL023C,YLL015W
YDR243C,YDR225W
YBR175W,YAR003W
YDR416W,YDR247W
YGL251C,YDR378C
YGR040W,YDR239C
YOL021C,YDR280W
YLR205C,YJR091C
YLR268W,YDL145C
YPL126W,YDL072C
YJR022W,YER112W
YIL016W,YHR142W
YGR262C,YBR085W
YLR438W,YHL025W
YLR175W,YER022W
YLR080W,YFL048C
YDR506C,YBR183W
YJL033W,YDL014W
YKL011C,YGL121C
YDR318W,YDL096C
YPR120C,YOR264W
YLR136C,YHR114W
YGR091W,YDR378C
YNL037C,YHR030C
YLR039C,YBL026W
YOR028C,YNL092W
YNR027W,YCR077C
YGR047C,YBR123C
YOR208W,YLR113W
YLR074C,YBL044W
YPL189W,YFL026W
YLR102C,YKL022C
YKL195W,YDL047W
YKR068C,YDR108W
YJL092W,YGL122C
YPL074W,YGR086C
YNL127W,YMR186W
YGL105W,YCR002C
YNL094W,YMR105C
YJR126C,YER022W
YLR386W,YLR291C
YJL196C,YBR106W
YNL298W,YER114C
YDR259C,YBR270C
YOL123W,YMR080C
YPR016C,YJR022W
YHR026W,YAL007C
YGR292W,YBR013C
YOL133W,YJL200C
YPL076W,YNL125C
YPL084W,YJL124C
YMR009W,YIL061C
YOR361C,YLR192C
YJR072C,YGR040W
YJR093C,YCL046W
YNL079C,YDL072C
YMR319C,YGR040W
YER021W,YBL042C
YIR038C,YHR190W
YJR132W,YBR009C
YIR009W,YDR184C
YLR082C,YEL015W
YPR167C,YMR106C
YNL126W,YDR356W
YKR048C,YKL095W
YJL108C,YHL048W
YPR159W,YOR181W
YJL004C,YER005W
YGR020C,YDL185W
YDR395W,YDL051W
YNL229C,YKL203C
YDR499W,YBR136W
YNR046W,YBR102C
YLR078C,YGL137W
YLR372W,YBR069C
YPR126C,YJR091C
YOL133W,YGL060W
YOR176W,YJR042W
YLR432W,YER142C
YPL016W,YLR116W
YDR224C,YBR289W
YPL124W,YOL069W
YOL149W,YER146W
YJR091C,YDR156W
YPL266W,YNL207W
YLR031W,YBR217W
YML064C,YHR112C
YGR260W,YBR293W
YKR035C,YHL044W
YBR109C,YAL029C
YOR264W,YLR334C
YJL149W,YDR328C
YOR118W,YGR035C
YLR423C,YBR270C
YPL076W,YLR004C
YLR298C,YGR074W
YOR098C,YGL037C
YLR221C,YJR093C
YKL108W,YGL256W
YLR384C,YJL140W
YOR191W,YBL026W
YPL174C,YBL106C
YKL104C,YER095W
YOR197W,YLL016W
YLR386W,YDL044C
YGL115W,YER027C
YNL094W,YCR088W
YLR258W,YJL137C
YHR114W,YGR031W
YPL153C,YDR386W
YNL284C,YLR439W
YML064C,YBR227C
YLR288C,YLR104W
YKR034W,YHR060W
YOR098C,YBL058W
YPR028W,YGR060W
YBR084W,YAL019W
YGL003C,YBR160W
YFL029C,YBR160W
YBR068C,YBL089W
YGL133W,YBR123C
YJR091C,YGL225W
YMR304W,YBL044W
YJL039C,YFR002W
YPL245W,YCR005C
YHR058C,YBR253W
YNL175C,YLR074C
YHR114W,YGL018C
YGL237C,YDR381W
YPR152C,YOR252W
YER052C,YER037W
YJL180C,YBL099W
YGL212W,YBR205W
YHR099W,YDR146C
YKL042W,YFL008W
YLR423C,YGR120C
YLR175W,YLR134W
YPL259C,YKL010C
YOL139C,YMR104C
YKR002W,YKL059C
YGR087C,YDL017W
YMR049C,YER133W
YMR109W,YGR192C
YLR147C,YER146W
YML112W,YKL210W
YPR194C,YPR020W
YLR103C,YIL094C
YER147C,YDL003W
YGR166W,YBR254C
YNL189W,YEL066W
YLR288C,YBR197C
YLR247C,YBR009C
YNL025C,YCR081W
YMR173W,YBR233W
YMR117C,YIL144W
YMR307W,YMR047C
YML015C,YJR091C
YGR036C,YDR318W
YGL237C,YDR277C
YLR197W,YIL008W
YPL043W,YNL002C
YLR026C,YIR038C
YHR123W,YBR106W
YHL003C,YBR036C
YPR048W,YOR355W
YLR411W,YDR414C
YNL189W,YFL010C
YKR026C,YIL131C
YOR026W,YDL193W
YNL044W,YDR468C
YML058W,YLR295C
YGR103W,YFR031C-A
YLR134W,YER133W
YNL025C,YLR261C
YLR295C,YIL053W
YLR313C,YDL159W
YLR295C,YJL140W
YGL143C,YER107C
YKL068W,YDR335W
YPR173C,YPL084W
YMR047C,YML092C
YKL018W,YAR003W
YPR083W,YGR119C
YMR199W,YBR135W
YIL034C,YFR016C
YPR017C,YFL005W
YJR152W,YJL012C
YNL250W,YDL181W
YOL129W,YJR082C
YOR249C,YLR102C
YJR132W,YDL193W
YMR304W,YJR076C
YER059W,YBR160W
YDR130C,YBR049C
YOL135C,YNL236W
YOR160W,YDR192C
YJL033W,YDR195W
YPR054W,YOR027W
YPL227C,YBR171W
YLR214W,YER005W
YOR290C,YOR038C
YKL048C,YDL185W
YJR117W,YBR036C
YKL130C,YDR503C
YIL118W,YIL035C
YBR017C,YBL030C
YNL252C,YIR027C
YJR022W,YBR003W
YPR168W,YDL005C
YKL095W,YDL101C
YLR191W,YDR034C
YPL161C,YPL115C
YPL254W,YGR252W
YPL124W,YFR031C
YEL030W,YDL059C
YLR295C,YDL172C
YJR138W,YBL038W
YLR347C,YGR267C
YJL183W,YEL036C
YJR005W,YDR351W
YIR005W,YHR019C
YOR174W,YNR039C
YHR096C,YDR483W
YNL189W,YJR009C
YGR062C,YDL193W
YPL235W,YOR039W
YOR047C,YNL314W
YDR107C,YDR072C
YGR034W,YBR109C
YDL132W,YDL017W
YOR225W,YGR252W
YOL065C,YJL117W
YIL035C,YBL002W
YOR023C,YNL118C
YKL154W,YJL196C
YER127W,YCL059C
YPR086W,YMR184W
YDR484W,YDR027C
YDL015C,YBR094W
YPR016C,YGL099W
YLR247C,YDR225W
YPL271W,YBL099W
YDR002W,YBR017C
YML015C,YCR093W
YOR079C,YFL062W
YPL077C,YDR489W
YER177W,YDR216W
YMR215W,YLL023C
YGR128C,YGR090W
YPR086W,YLR295C
YKL104C,YBR217W
YPL049C,YMR199W
YLR438W,YLR186W
YLR079W,YBR160W
YDL204W,YBR017C
YPR130C,YJR091C
YOR078W,YDR315C
YOR111W,YJR125C
YNL135C,YLR005W
YJR089W,YDL017W
YKL085W,YGR173W
YPR185W,YGL180W
YLR163C,YHR120W
YMR058W,YKL154W
YIL007C,YBL061C
YOR160W,YAL005C
YOL069W,YDR201W
YIL144W,YBR057C
YHR048W,YAR027W
YGR084C,YDR036C
YNL152W,YBL007C
YKL111C,YJR091C
YLR216C,YDL105W
YLR397C,YAR044W
YNL090W,YLR423C
YNL284C,YER006W
YLR117C,YJR050W
YIL061C,YHR044C
YLR295C,YGR122W
YIL035C,YCL043C
YMR117C,YHR107C
YNL210W,YKL142W
YPR041W,YGL036W
YPL174C,YHR114W
YMR308C,YLR276C
YPL264C,YLR372W
YLR295C,YLR141W
YOL034W,YMR117C
YNL132W,YLL011W
YLR178C,YFR002W
YML007W,YGR218W
YLR295C,YJL067W
YNL132W,YIL035C
YNL021W,YHL006C
YGL110C,YER081W
YOR232W,YCR009C
YLR175W,YDL213C
YMR149W,YCR034W
YIL008W,YHR111W
YPR082C,YBR055C
YDR448W,YDL165W
YMR212C,YJL137C
YIL162W,YGR173W
YOL087C,YGR267C
YJL081C,YBR010W
YKL211C,YER090W
YGL173C,YER118C
YNL323W,YLR326W
YPR050C,YLR456W
YDR432W,YDL175C
YDL060W,YBR247C
YKL193C,YJL076W
YJR131W,YDR235W
YHR114W,YER159C
YDR448W,YDR228C
YPL111W,YEL034W
YNL189W,YJL218W
YMR022W,YLR450W
YJR127C,YGR200C
YGR284C,YGR060W
YNR007C,YBR217W
YOR297C,YBR091C
YKL196C,YDR189W
YLR311C,YBR283C
YOR181W,YER125W
YLR222C,YJL069C
YPL129W,YLR418C
YNR035C,YLR370C
YLR409C,YGR090W
YPR159W,YLR096W
YJR017C,YHR033W
YNL061W,YDR386W
YPR156C,YGL051W
YEL042W,YBR161W
YOR361C,YAL035W
YOR080W,YBL104C
YPL174C,YOR156C
YNL185C,YNL005C
YIL114C,YDR508C
YMR163C,YDR292C
YMR047C,YER119C
YGL259W,YDR414C
YMR311C,YER133W
YOR181W,YHR027C
YDR085C,YBL085W
YPL139C,YNL189W
YOR181W,YNL084C
YLR241W,YAL035W
YPR017C,YFL038C
YJL183W,YDR245W
YKR088C,YDR284C
YFR028C,YBR039W
YDR113C,YBR160W
YMR139W,YDR507C
YMR049C,YKL172W
YNL130C,YHR123W
YKR002W,YER133W
YML064C,YFR028C
YNL147W,YLR275W
YPL001W,YMR309C
YLR175W,YGL049C
YML057W,YHR082C
YER104W,YER019W
YIL109C,YGR057C
YLR147C,YHR107C
YHR122W,YBR178W
YLR214W,YFL040W
YNL189W,YDR533C
YOR159C,YMR288W
YML101C,YJR102C
YJR030C,YGL042C
YLL021W,YDL159W
YIR009W,YHR197W
YLR291C,YBR176W
YLR423C,YHR023W
YJR091C,YJL192C
YPL070W,YEL066W
YPR141C,YOL069W
YMR290C,YLR427W
YNL165W,YIR009W
YPR175W,YMR078C
YGR284C,YCL066W
YNL116W,YLR215C
YOR016C,YHL048W
YLR372W,YGL200C
YKL045W,YHR082C
YKL010C,YDR148C
YBR055C,YBL076C
YGR090W,YER022W
YOR082C,YBL089W
YHR179W,YFL039C
YLR058C,YKR099W
YML120C,YGR218W
YGL081W,YER006W
YOL102C,YBR248C
YFL017C,YDR429C
YDL015C,YBR036C
YLL028W,YBR159W
YGL112C,YDR216W
YKL209C,YER146W
YLR129W,YER082C
YOR150W,YER081W
YPL218W,YDL017W
YPR156C,YLR297W
YML056C,YBR088C
YOR374W,YLR447C
YLR335W,YGL016W
YOR016C,YHR026W
YML082W,YER022W
YOL090W,YBR025C
YOR001W,YNL232W
YJR091C,YER019C-A
YOL069W,YIL144W
YLR127C,YER179W
YJR091C,YHR211W
YMR047C,YDR207C
YML048W,YHR094C
YMR205C,YLR175W
YLR310C,YAL005C
YOR047C,YGL127C
YFR051C,YDR385W
YGR262C,YER174C
YNL014W,YGR262C
YGL124C,YBR160W
YOR178C,YIL045W
YHR099W,YBR081C
YNL241C,YJR091C
YJL117W,YCL025C
YML048W,YHR140W
YJL064W,YGR113W
YOL021C,YGR090W
YOR017W,YBL026W
YJR117W,YHL048W
YOR033C,YMR167W
YLR127C,YDR118W
YGR162W,YCL037C
YLR004C,YGL051W
YHR022C,YBR061C
YOR299W,YOR049C
YJL060W,YBR160W
YMR155W,YDR414C
YJR103W,YBL039C
YFR031C-A,YDR101C
YLR026C,YGR120C
YNR035C,YDL029W
YOR324C,YLR433C
YLR355C,YHR030C
YGR260W,YFL041W
YNL132W,YKL139W
YOL123W,YDL060W
YGL220W,YER174C
YLR133W,YGL021W
YDR175C,YBR251W
YPL115C,YML109W
YPL031C,YMR199W
YLR183C,YBR160W
YHR084W,YDR480W
YJL109C,YDR060W
YNL175C,YDR496C
YER177W,YER114C
YJL005W,YBL038W
YDR308C,YBR253W
YKL193C,YGR159C
YMR090W,YLR295C
YNL097C,YMR128W
YNL189W,YDR073W
YJR091C,YHR003C
YLR241W,YJL141C
YDL030W,YCL061C
YLL003W,YBR160W
YGL104C,YFR024C
YLR328W,YGR010W
YFR028C,YDR171W
YNR035C,YBR109C
YOR333C,YGL181W
YKR001C,YBR289W
YOR212W,YIL047C
YFL039C,YCL040W
YOL006C,YBL002W
YOR230W,YDR188W
YLR105C,YHR114W
YER161C,YDR110W
YDR381W,YAL027W
YOL082W,YCL031C
YLR377C,YLR347C
YHR114W,YGL225W
YER110C,YBR017C
YLR288C,YLR050C
YMR049C,YGL023C
YKR105C,YAR027W
YMR116C,YAR007C
YEL032W,YBR160W
YNL189W,YMR001C
YPL256C,YBR039W
YNL051W,YJR082C
YMR047C,YBR137W
YMR216C,YGL201C
YJR091C,YDR269C
YNL118C,YDL116W
YNL135C,YMR087W
YNL238W,YLR372W
YLR450W,YLR207W
YKL011C,YGL137W
YGL153W,YDR373W
YOR212W,YHR005C
YNL025C,YLR322W
YNL094W,YBR133C
YML048W,YJL012C
YMR149W,YEL002C
YMR058W,YER026C
YGR173W,YDL054C
YDR259C,YDR167W
YGL195W,YDL052C
YGR040W,YGL245W
YOL135C,YGL127C
YLR147C,YDL098C
YLR372W,YGL104C
YPL274W,YML048W
YPL174C,YDR488C
YNL014W,YDL200C
YNR069C,YJR011C
YOR232W,YJR045C
YNL155W,YDL071C
YOR181W,YMR032W
YLR306W,YDR422C
YHR089C,YGL122C
YNR053C,YMR106C
YDL113C,YBR160W
YLR449W,YIL050W
YGL207W,YGL130W
YOL123W,YKL068W
YMR052W,YLR291C
YPL242C,YBR109C
YGL158W,YBL016W
YHR174W,YEL031W
YOR332W,YGR020C
YLR206W,YKR036C
YJR091C,YGR144W
YOL145C,YIL094C
YMR047C,YGL016W
YKR086W,YHR102W
YPR188C,YOR319W
YLR453C,YGL005C
YHL030W,YFR004W
YOR080W,YHR170W
YLR116W,YHR165C
YHR208W,YBR055C
YPL128C,YGR274C
YOR085W,YLR220W
YMR047C,YCL027W
YOR028C,YGL154C
YNL189W,YIL033C
YER107C,YDR192C
YNL079C,YFL039C
YJR083C,YFR024C
YKL002W,YGR020C
YLR342W,YDR170C
YJR117W,YEL002C
YJR134C,YGR218W
YEL009C,YBR198C
YOL131W,YMR048W
YNL307C,YAL038W
YNL182C,YGR245C
YOL115W,YLR432W
YMR049C,YDR412W
YGL200C,YDL147W
YOR232W,YLR423C
YLL011W,YJL014W
YJR112W,YIR017C
YBR017C,YAL032C
YNL132W,YGR145W
YIL132C,YHR111W
YDL213C,YCL011C
YKL205W,YJL041W
YNL014W,YJL173C
YLR370C,YDL029W
YPL045W,YAL002W
YLR064W,YHR114W
YPL042C,YEL009C
YHL048W,YBR183W
YMR177W,YLR083C
YMR253C,YJR091C
YMR213W,YHR165C
YDL101C,YBR035C
YGL198W,YFL038C
YGL042C,YFL062W
YOL082W,YER007W
YOL004W,YGL019W
YOR304W,YDL002C
YPR178W,YJR022W
YDL226C,YBL098W
YPL204W,YBR011C
YLR115W,YJR093C
YOR060C,YMR047C
YOR355W,YNL154C
YOR039W,YMR309C
YJL124C,YEL060C
YNL126W,YHR172W
YLR238W,YBR160W
YPL093W,YOR324C
YMR213W,YML049C
YER120W,YDR150W
YNR053C,YDL030W
YMR287C,YMR106C
YHR041C,YAL054C
YKL012W,YDR448W
YOL143C,YLL062C
YMR236W,YBR198C
YLR372W,YHR110W
YNR041C,YLR222C
YLR255C,YBR265W
YOR308C,YDL208W
YKL092C,YCL027W
YIL112W,YDR155C
YLR423C,YGR119C
YLR080W,YKR088C
YML048W,YBR069C
YOR315W,YEL041W
YMR129W,YJL057C
YLL060C,YGR218W
YKL008C,YBR283C
YGL127C,YDL045C
YHR171W,YBR217W
YLR447C,YDR121W
YPL204W,YNL284C
YPL204W,YJR134C
YLR006C,YDL013W
YHL048W,YCR061W
YOR249C,YKL022C
YOR206W,YDL208W
YLR078C,YIL004C
YPL255W,YMR199W
YMR056C,YJL124C
YLR372W,YHR094C
YLL006W,YBR106W
YIL006W,YBR278W
YPR088C,YMR106C
YNL037C,YLR097C
YOL051W,YBR253W
YHR164C,YBR160W
YPR079W,YEL017C-A
YPL270W,YGL104C
YNL271C,YBR118W
YHR158C,YBR160W
YKL011C,YDR224C
YLR216C,YDR398W
YOL132W,YJL041W
YPL043W,YOR206W
YMR116C,YLR197W
YNL244C,YLR153C
YPL218W,YGL200C
YLR288C,YKL058W
YGR089W,YDR150W
YJL074C,YDL003W
YMR058W,YKL189W
YKR048C,YDR259C
YMR284W,YMR106C
YJR091C,YDR005C
YKR037C,YGL061C
YDR381W,YDL084W
YOR244W,YKR021W
YPL246C,YHR016C
YHR142W,YDR318W
YPR079W,YGL042C
YGR284C,YBR283C
YKL173W,YDL208W
YOR007C,YOL016C
YOL069W,YKL042W
YHL030W,YDR062W
YHR107C,YCL024W
YOR061W,YGL019W
YOR271C,YGR045C
YNL235C,YER022W
YOR284W,YFR024C
YPL001W,YNL230C
YMR255W,YDR192C
YPL162C,YLR083C
YPR079W,YDR284C
YOL078W,YGR040W
YER087W,YDL036C
YLL050C,YJR090C
YML012W,YIL109C
YPR016C,YOR005C
YMR186W,YDL105W
YNL068C,YBR160W
YLR447C,YDR277C
YNL287W,YDL145C
YPR086W,YFL042C
YLR394W,YDR004W
YMR047C,YJL061W
YLR353W,YBR027C
YHL003C,YCL025C
YDR335W,YDR146C
YGR218W,YDR002W
YGL132W,YAL022C
YOL149W,YNL118C
YDR034C,YDL155W
YNR050C,YNR046W
YMR128W,YCL059C
YLR436C,YDR388W
YLR262C,YGR100W
YNL312W,YJR140C
YGR130C,YDL192W
YCR034W,YBR183W
YGR289C,YBR106W
YPR122W,YPR111W
YOR319W,YGR056W
YNL071W,YDR430C
YOR177C,YJR132W
YGL195W,YBR142W
YNL092W,YGR249W
YMR264W,YJR010C-A
YNL101W,YDL015C
YKR002W,YJL033W
YOR247W,YLR223C
YPL004C,YJR091C
YOL135C,YHR041C
YGL127C,YER119C
YIR038C,YDL089W
YML007W,YLR347C
YIL126W,YBL002W
YDR337W,YDL195W
YKL058W,YER148W
YLR105C,YIL142W
YMR307W,YKL157W
YHR130C,YGL127C
YPL204W,YFR001W
YJR010C-A,YBR159W
YKR066C,YGR101W
YPL153C,YDL220C
YMR061W,YDR301W
YML130C,YLR208W
YPL070W,YGR010W
YER028C,YBR061C
YJR022W,YDR473C
YDL212W,YBR298C
YDR520C,YBR246W
YFL039C,YFL024C
YFL015C,YDR318W
YNL189W,YBR252W
YJR091C,YAR008W
YNL103W,YIL046W
YPR121W,YHR169W
YPL042C,YBR253W
YDR170C,YBR142W
YKR081C,YDR101C
YNL243W,YGL029W
YLR043C,YHR199C
YOL083W,YDL239C
YOL113W,YLR229C
YOR265W,YOR177C
YPR086W,YFL013C
YPR016C,YGR103W
YOR281C,YCR086W
YMR109W,YBL093C
YOR232W,YDL200C
YPL248C,YER022W
YHR011W,YGR262C
YNL189W,YJL199C
YGL181W,YBL007C
YGL237C,YER002W
YLR128W,YDL132W
YML075C,YLR372W
YPR156C,YOR016C
YHR188C,YDR331W
YPR041W,YAL035W
YIL029C,YER112W
YGR285C,YAR018C
YMR215W,YBR290W
YKL002W,YER031C
YJL115W,YBR010W
YBR159W,YAL022C
YMR198W,YJR112W
YOR355W,YGL150C
YOR332W,YJR062C
YOR206W,YBL087C
YHR166C,YBL084C
YHR026W,YDL054C
YHL004W,YDR110W
YGR284C,YBR036C
YOR016C,YDL015C
YJR117W,YIL171W
YKL103C,YGL156W
YPL204W,YPL004C
YLL009C,YJR091C
YIR038C,YGL225W
YNL106C,YBL007C
YPR090W,YNL189W
YGR105W,YGR060W
YMR213W,YLR423C
YML064C,YGR267C
YOR147W,YJL124C
YPR192W,YPL189W
YGL252C,YDR099W
YDR307W,YDL015C
YPL258C,YDR128W
YDR118W,YBL084C
YDR304C,YDL100C
YIL125W,YFR049W
YDR507C,YDL225W
YNL044W,YLR347C
YKL013C,YBR234C
YDR155C,YDL200C
YLR372W,YKL008C
YPR021C,YML031W
YMR047C,YBR216C
YOR220W,YGL166W
YLL015W,YGL021W
YNL244C,YLR438W
YJL014W,YER082C
YLR293C,YJR091C
YLR098C,YDR034C
YPL028W,YBR055C
YOR098C,YAL005C
YHR028C,YBR109C
YOR230W,YJL014W
YGR060W,YGL001C
YLR147C,YKL173W
YLR216C,YDR353W
YML075C,YLL005C
YJR138W,YER112W
YHR208W,YDL220C
YLR304C,YBR136W
YJR075W,YJL183W
YGR262C,YGR218W
YLR083C,YFL025C
YPL084W,YJL095W
YML064C,YJL138C
YJL041W,YIL115C
YOL082W,YKL103C
YLR322W,YJR091C
YEL002C,YDR126W
YJL138C,YBR126C
YLR295C,YLR083C
YHR011W,YDR075W
YPR179C,YOL090W
YNL047C,YBR270C
YGR130C,YFL008W
YOL133W,YCR093W
YLL061W,YGR284C
YPR070W,YBR253W
YGR119C,YFR002W
YGR056W,YDL044C
YER081W,YDR194C
YJR091C,YBR278W
YGR163W,YGL207W
YPR163C,YPR106W
YHR142W,YHL003C
YJL196C,YHR110W
YHR133C,YBR290W
YLR394W,YBR160W
YML041C,YLR124W
YJR091C,YJR087W
YOR047C,YBR175W
YIL016W,YBR036C
YNL141W,YGR142W
YOL135C,YLR071C
YPR189W,YGL213C
YMR273C,YHR149C
YGR184C,YDL200C
YPL011C,YER022W
YOR181W,YDL029W
YPL076W,YKL008C
YNR031C,YJL157C
YML064C,YJR053W
YNR052C,YER068W
YOR151C,YDL108W
YNL007C,YIL046W
YHR199C,YGR209C
YER159C,YDR397C
YOL021C,YHR081W
YJR091C,YDR031W
YJL157C,YBR200W
YHR140W,YDL012C
YOR304W,YGL133W
YER171W,YDL108W
YMR308C,YGR113W
YOR098C,YMR096W
YFL038C,YER100W
YER177W,YDL117W
YPL029W,YBR175W
YNL058C,YGL084C
YPL028W,YGR223C
YJL030W,YGL229C
YFR028C,YDR453C
YJL194W,YHR118C
YPL049C,YDR480W
YGR220C,YBR198C
YNL244C,YHR018C
YER086W,YDL044C
YER041W,YBR160W
YLR340W,YLR109W
YNL189W,YLR328W
YMR319C,YGR252W
YGR172C,YBR159W
YER081W,YCL038C
YOR370C,YBR264C
YOR039W,YER103W
YDR176W,YBR081C
YKR034W,YJL110C
YLR447C,YHR009C
YDR034C,YBR180W
YOR125C,YJL068C
YLR086W,YJR112W
YMR186W,YKL117W
YJL013C,YAL040C
YOR284W,YGL181W
YPR016C,YLR002C
YML130C,YDR021W
YDR308C,YDR176W
YGR134W,YAL021C
YPL204W,YLL026W
YPL093W,YDR192C
YNL092W,YGR241C
YMR243C,YDL199C
YOR192C,YML132W
YML103C,YFR002W
YPR188C,YNL106C
YDR388W,YDR148C
YPR171W,YOL015W
YPR178W,YJR091C
YDL076C,YDL002C
YGR162W,YBR009C
YCR034W,YBR283C
YNL300W,YML048W
YKR007W,YGR163W
YDR379W,YBR160W
YDL014W,YCL059C
YLR295C,YIL124W
YLR310C,YIL159W
YNL153C,YDR207C
YJL109C,YCL059C
YER081W,YDL160C
YKR046C,YDR523C
YJL097W,YIR038C
YIL021W,YBR109C
YHR114W,YDL100C
YJL002C,YDR034C
YNL048W,YCR034W
YPR079W,YCR011C
YGL233W,YBR102C
YER142C,YBR010W
YPR041W,YDR429C
YML129C,YAR028W
YGL003C,YDL155W
YMR061W,YBR009C
YLR074C,YKL081W
YPL195W,YJL024C
YER112W,YDR289C
YIL131C,YDR087C
YMR067C,YJR091C
YOR161C,YMR058W
YKR095W,YBR253W
YER022W,YEL009C
YOR027W,YER066C-A
YMR047C,YER107C
YPL043W,YDL014W
YLR229C,YER114C
YLR394W,YER095W
YKR060W,YJL069C
YPL274W,YMR058W
YGL112C,YDR176W
YLR044C,YBR170C
YPR161C,YFL029C
YMR021C,YBR009C
YOR092W,YHR026W
YGL099W,YBR084W
YML077W,YBR254C
YIL016W,YGL104C
YPR048W,YKL008C
YOL069W,YEL034W
YLR347C,YGL092W
YLR452C,YER188W
YGR108W,YBR160W
YDR283C,YBR055C
YPL254W,YDR146C
YGL127C,YAL041W
YFR028C,YDR226W
YNL175C,YLR447C
YML075C,YLR207W
YLR248W,YJR091C
YOR319W,YLR233C
YPL178W,YBR119W
YNL147W,YKL173W
YPL256C,YBR160W
YJL026W,YJL005W
YLR191W,YIL159W
YJR035W,YER136W
